Id,label1
210,0.05111070652422046
211,0.5049943946201367
212,0.5051179493928213
213,0.041258754594815816
214,0.5065064139121148
215,0.07820972183115468
216,0.8206139175662244
217,0.5073531206329728
218,0.6505128543462885
219,0.7082800362192632
220,0.13635575377194503
221,0.5109335606656624
222,0.1211391966440701
223,0.05542283975563714
224,0.8951291974569927
225,0.8515329074887934
226,0.058602259176869564
227,0.06733513537441319
228,0.08409204330416752
229,0.9120626782435657
230,0.08388485236307028
231,0.07257784089212241
232,0.5992108327926275
233,0.3738372124956704
234,0.10567190329844038
235,0.298552840243611
236,0.17679266411285946
237,0.045368113288988314
238,0.08849545738829628
239,0.7784159331989149
240,0.20573091289531442
241,0.08302571100530078
242,0.09559193392744543
243,0.1526588773111347
244,0.04778745183467763
245,0.7092806829609248
246,0.06652216163184366
247,0.3994932805298447
248,0.04532619988695609
249,0.13861697231981612
250,0.8918317719645817
251,0.2176192072134583
252,0.689687221932425
253,0.7548780905481624
254,0.8522257208556121
255,0.3549462043153064
256,0.6938521631441367
257,0.8874433793642365
258,0.8812950406881429
259,0.15392149659579227
260,0.14153258987054915
261,0.12012054325585916
262,0.10183182904597927
263,0.11107262377659076
264,0.9257685922902905
265,0.10399597510811269
266,0.06960120510422152
267,0.8860191425598422
268,0.18295536477136976
269,0.07218592861603708
270,0.6682191578837245
271,0.1004217752536492
272,0.10661106899228971
273,0.029914093417987148
274,0.9178504204429513
275,0.7930968881348416
